"DefaultSPUID","DefaultSpeciesTypeID","A","B","a_nonmerch","b_nonmerch","k_nonmerch","cap_nonmerch","a_sap","b_sap","k_sap","cap_sap","a1","a2","a3","b1","b2","b3","c1","c2","c3","min_volume","max_volume","low_stemwood_prop","high_stemwood_prop","low_stembark_prop","high_stembark_prop","low_branches_prop","high_branches_prop","low_foliage_prop","high_foliage_prop"
18,191,1.09,0.88,1.05,-6.45e-03,0.00,1.03,0.00,0.00,1.00,1.00,-1.84,-5.79e-04,-0.01,-1.51,1.8e-04,0.05,-1.96,-2.03e-03,-0.14,0.44,509.09,0.66,0.67,0.10,0.07,0.16,0.23,0.07,0.01
19,2,0.75,0.92,7.23,-0.93,0.93,2.50,0.00,0.00,1.00,1.00,-1.51,2.45e-04,-0.09,-1.04,-3.0e-04,-0.17,-0.14,-1.54e-03,-0.32,0.18,375.34,0.51,0.75,0.09,0.10,0.13,0.08,0.25,0.05
19,6,0.91,0.85,5.18,-0.53,0.48,2.74,0.00,0.00,1.00,1.00,-1.39,-1.18e-04,-0.11,-1.10,-3.5e-04,-0.10,0.85,1.3e-03,-0.61,0.71,273.02,0.43,0.71,0.08,0.09,0.11,0.11,0.35,0.07
19,13,0.61,0.91,5.26,-1.23,1.00,1.08,0.00,0.00,1.00,1.00,-1.06,1.39e-04,-0.15,0.25,6.6e-04,-0.36,0.18,4.9e-04,-0.49,65.92,789.03,0.61,0.71,0.11,0.09,0.17,0.13,0.09,0.04
19,14,0.84,0.89,13.84,-1.08,0.93,3.15,0.00,0.00,1.00,1.00,-1.60,3.16e-04,-0.14,-1.37,-2.3e-04,-0.14,-0.87,-1.05e-03,-0.27,0.22,384.87,0.61,0.80,0.09,0.07,0.12,0.08,0.16,0.04
19,20,0.44,0.99,2.89,-0.70,0.92,2.13,0.00,0.00,1.00,1.00,-1.50,-7.4e-04,-0.09,-0.90,-9.0e-05,-0.18,0.51,7.0e-05,-0.49,1.01,697.20,0.46,0.79,0.08,0.05,0.13,0.09,0.31,0.05
19,29,0.56,0.95,3.51,-0.58,0.76,3.26,0.00,0.00,1.00,1.00,-1.56,7.08e-04,-0.06,-0.84,-1.8e-04,-0.18,0.52,-5.6e-04,-0.49,0.32,235.17,0.44,0.70,0.08,0.12,0.14,0.10,0.32,0.06
19,37,1.05,0.86,0.00,-0.50,1.00,1.00,0.00,0.00,1.00,1.00,-1.38,4.55e-04,-0.10,-1.61,-3.3e-04,0.06,-1.20,3.7e-04,-0.25,2.43,577.77,0.62,0.66,0.12,0.11,0.14,0.16,0.11,0.04
19,44,1.10,0.83,11.41,-1.08,0.99,2.32,0.00,0.00,1.00,1.00,-1.86,1.96e-04,-0.06,-1.38,7.4e-04,-0.10,-1.60,-9.9e-04,-0.11,0.32,263.16,0.66,0.73,0.09,0.08,0.13,0.12,0.10,0.05
19,49,0.60,0.90,2.36,-0.41,0.68,1.81,0.00,0.00,1.00,1.00,-1.82,-2.54e-04,-0.01,-0.41,-1.6e-04,-0.18,-0.23,-2.2e-04,-0.30,1.81,552.36,0.48,0.70,0.07,0.09,0.22,0.13,0.21,0.07
19,62,0.64,0.93,18.29,-1.17,0.94,4.34,0.00,0.00,1.00,1.00,-1.43,1.08e-04,-0.04,-1.23,-6.0e-05,-0.11,-0.44,-1.61e-03,-0.39,0.30,571.15,0.55,0.74,0.12,0.14,0.13,0.09,0.18,0.01
19,63,0.64,0.93,18.29,-1.17,0.94,4.34,0.00,0.00,1.00,1.00,-1.43,1.08e-04,-0.04,-1.23,-6.0e-05,-0.11,-0.44,-1.61e-03,-0.39,0.30,571.15,0.55,0.74,0.12,0.14,0.13,0.09,0.18,0.01
19,65,0.48,0.97,6.28,-0.82,0.90,2.58,0.00,0.00,1.00,1.00,-0.86,9.01e-04,-0.21,0.89,1.15e-03,-0.51,-0.70,-2.1e-04,-0.49,140.85,422.01,0.70,0.73,0.11,0.11,0.15,0.12,0.02,0.01
19,68,0.64,0.93,18.29,-1.17,0.94,4.34,0.00,0.00,1.00,1.00,-1.04,3.62e-04,-0.12,-2.02,-5.0e-04,0.08,-1.78,-1.07e-03,-0.18,3.61,558.18,0.64,0.71,0.17,0.13,0.10,0.12,0.07,0.02
19,76,0.89,0.90,3.40,-0.60,0.80,2.22,0.00,0.00,1.00,1.00,-1.73,-3.13e-04,-2.56e-03,-1.32,4.5e-04,-0.07,-0.46,3.1e-04,-0.42,0.29,299.60,0.58,0.70,0.10,0.11,0.13,0.13,0.17,0.04
19,81,1.09,0.88,0.00,-0.50,1.00,1.00,0.00,0.00,1.00,1.00,-1.89,-4.68e-04,-0.01,-1.27,1.4e-04,0.01,-2.02,-1.15e-03,-0.18,0.44,509.09,0.65,0.68,0.09,0.07,0.18,0.22,0.06,0.01
19,82,1.20,0.87,0.00,-0.50,1.00,1.00,0.00,0.00,1.00,1.00,-1.89,-4.68e-04,-0.01,-1.27,1.4e-04,0.01,-2.02,-1.15e-03,-0.18,0.44,509.09,0.65,0.68,0.09,0.07,0.18,0.22,0.06,0.01
19,86,0.69,0.96,1.20,-0.03,0.00,1.11,0.00,0.00,1.00,1.00,-1.85,-3.37e-04,-6.49e-03,-1.50,2.0e-05,0.03,-2.14,-1.2e-03,-0.07,0.48,362.28,0.66,0.68,0.10,0.09,0.15,0.18,0.06,0.03
19,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,178,1.09,0.88,1.05,-6.45e-03,0.00,1.03,0.00,0.00,1.00,1.00,-1.84,-5.79e-04,-0.01,-1.51,1.8e-04,0.05,-1.96,-2.03e-03,-0.14,0.44,509.09,0.66,0.67,0.10,0.07,0.16,0.23,0.07,0.01
19,179,1.09,0.88,1.05,-6.45e-03,0.00,1.03,0.00,0.00,1.00,1.00,-1.84,-5.79e-04,-0.01,-1.51,1.8e-04,0.05,-1.96,-2.03e-03,-0.14,0.44,509.09,0.66,0.67,0.10,0.07,0.16,0.23,0.07,0.01
19,191,1.09,0.88,1.05,-6.45e-03,0.00,1.03,0.00,0.00,1.00,1.00,-1.84,-5.79e-04,-0.01,-1.51,1.8e-04,0.05,-1.96,-2.03e-03,-0.14,0.44,509.09,0.66,0.67,0.10,0.07,0.16,0.23,0.07,0.01
21,2,0.68,0.91,5.62,-1.06,0.99,1.89,0.00,0.00,1.00,1.00,-1.66,-4.3e-05,-0.05,-1.07,-5.3e-04,-0.16,-0.20,3.0e-05,-0.37,0.31,393.99,0.53,0.75,0.09,0.09,0.13,0.07,0.23,0.06
21,6,0.53,0.94,1.94,-1.00,1.00,1.39,0.00,0.00,1.00,1.00,-1.44,5.73e-04,-0.11,-0.76,4.6e-04,-0.21,0.01,-1.8e-04,-0.40,0.95,529.19,0.49,0.72,0.09,0.10,0.15,0.11,0.24,0.05
21,14,0.65,0.93,22.90,-1.61,1.00,2.36,0.00,0.00,1.00,1.00,-1.79,2.74e-04,-0.11,-1.34,-1.57e-03,-0.09,-0.79,5.1e-04,-0.36,0.16,382.58,0.62,0.81,0.08,0.07,0.13,0.06,0.15,0.05
21,29,0.49,0.95,2.97,-0.95,0.98,1.67,0.00,0.00,1.00,1.00,-1.68,-1.2e-04,-6.0e-03,-0.94,7.7e-04,-0.20,-0.36,-1.0e-03,-0.31,1.51,329.11,0.54,0.71,0.10,0.12,0.14,0.10,0.20,0.05
21,44,0.53,0.92,0.55,-0.27,0.87,1.25,0.00,0.00,1.00,1.00,-1.97,-6.05e-04,-0.02,-1.42,-1.84e-03,-0.01,-1.04,-1.39e-03,-0.20,2.87,450.40,0.62,0.80,0.08,0.07,0.14,0.07,0.14,0.04
21,63,0.51,0.96,19.79,-1.59,1.00,2.74,0.00,0.00,1.00,1.00,-1.28,2.82e-04,-0.07,-1.15,1.0e-04,-0.13,-0.23,8.2e-04,-0.54,0.58,703.92,0.55,0.71,0.13,0.14,0.13,0.10,0.17,0.02
21,65,0.51,0.96,19.79,-1.59,1.00,2.74,0.00,0.00,1.00,1.00,-1.28,2.82e-04,-0.07,-1.15,1.0e-04,-0.13,-0.23,8.2e-04,-0.54,0.58,703.92,0.55,0.71,0.13,0.14,0.13,0.10,0.17,0.02
21,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21,173,0.74,0.90,1.37,-0.66,0.95,1.21,0.00,0.00,1.00,1.00,-2.11,-1.495e-03,0.12,0.34,2.95e-03,-0.45,-0.85,1.37e-03,-0.43,15.40,326.57,0.59,0.67,0.10,0.10,0.22,0.18,0.07,0.03
22,2,0.68,0.91,5.62,-1.06,0.99,1.89,0.00,0.00,1.00,1.00,-1.66,-4.3e-05,-0.05,-1.07,-5.3e-04,-0.16,-0.20,3.0e-05,-0.37,0.31,393.99,0.53,0.75,0.09,0.09,0.13,0.07,0.23,0.06
22,6,0.53,0.94,1.94,-1.00,1.00,1.39,0.00,0.00,1.00,1.00,-1.44,5.73e-04,-0.11,-0.76,4.6e-04,-0.21,0.01,-1.8e-04,-0.40,0.95,529.19,0.49,0.72,0.09,0.10,0.15,0.11,0.24,0.05
22,14,0.65,0.93,22.90,-1.61,1.00,2.36,0.00,0.00,1.00,1.00,-1.79,2.74e-04,-0.11,-1.34,-1.57e-03,-0.09,-0.79,5.1e-04,-0.36,0.16,382.58,0.62,0.81,0.08,0.07,0.13,0.06,0.15,0.05
22,20,0.48,0.97,4.08,-1.21,0.98,1.60,0.00,0.00,1.00,1.00,-1.29,-1.8e-04,-0.16,0.11,-1.13e-03,-0.30,0.98,-5.9e-04,-0.49,1.03,386.36,0.33,0.75,0.06,0.07,0.22,0.09,0.37,0.08
22,22,0.78,0.90,100.00,-2.27,0.99,1.08,0.00,0.00,1.00,1.00,-1.79,-2.2e-04,-0.11,-0.89,-1.98e-03,-0.11,-0.84,-9.8e-04,-0.29,39.01,295.00,0.67,0.79,0.07,0.06,0.16,0.09,0.09,0.04
22,29,0.49,0.95,2.97,-0.95,0.98,1.67,0.00,0.00,1.00,1.00,-1.68,-1.2e-04,-6.0e-03,-0.94,7.7e-04,-0.20,-0.36,-1.0e-03,-0.31,1.51,329.11,0.54,0.71,0.10,0.12,0.14,0.10,0.20,0.05
22,44,0.53,0.92,0.55,-0.27,0.87,1.25,0.00,0.00,1.00,1.00,-1.97,-6.05e-04,-0.02,-1.42,-1.84e-03,-0.01,-1.04,-1.39e-03,-0.20,2.87,450.40,0.62,0.80,0.08,0.07,0.14,0.07,0.14,0.04
22,49,0.67,0.84,1.26,-0.04,0.00,1.17,0.00,0.00,1.00,1.00,-1.91,-3.23e-04,0.01,-0.40,6.5e-04,-0.23,0.36,1.59e-03,-0.46,16.21,499.74,0.54,0.65,0.08,0.08,0.18,0.14,0.19,0.11
22,63,0.51,0.96,19.79,-1.59,1.00,2.74,0.00,0.00,1.00,1.00,-1.28,2.82e-04,-0.07,-1.15,1.0e-04,-0.13,-0.23,8.2e-04,-0.54,0.58,703.92,0.55,0.71,0.13,0.14,0.13,0.10,0.17,0.02
22,65,0.61,0.95,1.92,-1.27,1.01,1.18,0.00,0.00,1.00,1.00,-1.03,-2.21e-04,-0.12,-1.06,0.00,-0.10,-2.22,-2.51e-03,-0.07,1.79,256.39,0.60,0.71,0.16,0.11,0.17,0.13,0.05,0.02
22,67,0.51,0.96,19.79,-1.59,1.00,2.74,0.00,0.00,1.00,1.00,-1.28,2.82e-04,-0.07,-1.15,1.0e-04,-0.13,-0.23,8.2e-04,-0.54,0.58,703.92,0.55,0.71,0.13,0.14,0.13,0.10,0.17,0.02
22,76,0.71,0.92,1.66,-0.85,0.98,1.38,0.00,0.00,1.00,1.00,-1.66,-6.3e-05,-0.02,-0.61,2.23e-03,-0.27,-0.82,1.29e-03,-0.40,0.36,289.67,0.57,0.69,0.10,0.11,0.19,0.14,0.12,0.04
22,85,1.05,0.87,8.20,-0.93,0.94,2.17,0.00,0.00,1.00,1.00,-1.84,-5.79e-04,-0.01,-1.51,1.8e-04,0.05,-1.96,-2.03e-03,-0.14,0.44,509.09,0.66,0.67,0.10,0.07,0.16,0.23,0.07,0.01
22,93,1.51,0.80,22.61,-1.27,0.98,1.99,0.00,0.00,1.00,1.00,-1.90,-6.83e-04,-0.01,-2.55,-1.05e-03,0.29,-1.46,-5.9e-04,-0.30,0.28,496.33,0.70,0.70,0.10,0.06,0.08,0.20,0.09,0.01
22,113,1.15,0.87,3.16,-0.60,0.86,1.58,0.00,0.00,1.00,1.00,-1.13,5.3e-04,-0.19,-2.46,-1.09e-03,0.29,-1.96,-1.9e-04,-0.20,8.80,377.20,0.68,0.66,0.13,0.08,0.12,0.22,0.05,0.02
22,122,1.43,0.80,23.31,-1.42,1.05,2.89,0.00,0.00,1.00,1.00,-2.05,-4.65e-04,0.03,-1.53,-1.33e-03,0.05,-2.20,1.48e-03,-0.20,4.49,136.23,0.69,0.70,0.09,0.10,0.16,0.16,0.04,0.03
22,143,0.61,0.96,1.07,-0.58,0.95,1.28,0.00,0.00,1.00,1.00,-1.05,-2.16e-04,-0.14,-1.24,-5.8e-04,-0.10,-2.45,-2.47e-03,-0.07,2.17,381.68,0.63,0.78,0.16,0.10,0.14,0.09,0.04,0.01
22,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22,173,0.74,0.90,1.37,-0.66,0.95,1.21,0.00,0.00,1.00,1.00,-2.11,-1.495e-03,0.12,0.34,2.95e-03,-0.45,-0.85,1.37e-03,-0.43,15.40,326.57,0.59,0.67,0.10,0.10,0.22,0.18,0.07,0.03
23,2,0.47,0.97,4.09,-0.85,0.96,2.07,0.00,0.00,1.00,1.00,-1.10,6.8e-05,-0.15,-0.47,-7.9e-04,-0.23,0.23,-9.5e-04,-0.39,0.58,427.28,0.43,0.75,0.11,0.10,0.18,0.08,0.27,0.05
23,6,0.51,0.94,1.99,-0.88,0.97,1.63,0.00,0.00,1.00,1.00,-1.62,-2.29e-04,-0.03,-0.15,-8.9e-04,-0.22,0.29,-2.2e-04,-0.45,1.28,490.40,0.42,0.73,0.07,0.10,0.24,0.10,0.25,0.05
23,14,0.42,1.00,4.55,-0.99,0.95,2.03,0.00,0.00,1.00,1.00,-0.56,3.58e-04,-0.31,-0.70,-1.4e-03,-0.22,-0.08,-2.44e-03,-0.39,0.15,331.66,0.46,0.81,0.15,0.08,0.15,0.06,0.22,0.03
23,20,0.48,0.97,4.08,-1.21,0.98,1.60,0.00,0.00,1.00,1.00,-1.29,-1.8e-04,-0.16,0.11,-1.13e-03,-0.30,0.98,-5.9e-04,-0.49,1.03,386.36,0.33,0.75,0.06,0.07,0.22,0.09,0.37,0.08
23,29,0.58,0.91,22.94,-2.84,1.05,1.33,0.00,0.00,1.00,1.00,-1.93,-7.77e-04,0.05,0.69,1.93e-03,-0.49,0.52,2.23e-03,-0.57,3.53,343.52,0.42,0.66,0.06,0.10,0.29,0.14,0.20,0.08
23,44,0.48,0.93,0.75,-0.24,0.78,1.35,0.00,0.00,1.00,1.00,-1.52,-4.04e-04,-0.07,-0.02,2.4e-04,-0.31,-0.80,-5.7e-04,-0.28,0.57,481.99,0.49,0.75,0.09,0.08,0.27,0.11,0.13,0.04
23,49,0.67,0.84,1.26,-0.04,0.00,1.17,0.00,0.00,1.00,1.00,-1.91,-3.23e-04,0.01,-0.40,6.5e-04,-0.23,0.36,1.59e-03,-0.46,16.21,499.74,0.54,0.65,0.08,0.08,0.18,0.14,0.19,0.11
23,63,0.52,0.95,18.88,-1.63,1.00,2.29,0.00,0.00,1.00,1.00,-0.75,2.8e-04,-0.13,0.16,-6.2e-04,-0.36,-0.38,-0.01,-0.08,0.24,522.75,0.38,0.75,0.14,0.17,0.24,0.06,0.22,1.05e-03
23,65,0.52,0.95,18.88,-1.63,1.00,2.29,0.00,0.00,1.00,1.00,-0.75,2.8e-04,-0.13,0.16,-6.2e-04,-0.36,-0.38,-0.01,-0.08,0.24,522.75,0.38,0.75,0.14,0.17,0.24,0.06,0.22,1.05e-03
23,67,0.52,0.95,18.88,-1.63,1.00,2.29,0.00,0.00,1.00,1.00,-0.75,2.8e-04,-0.13,0.16,-6.2e-04,-0.36,-0.38,-0.01,-0.08,0.24,522.75,0.38,0.75,0.14,0.17,0.24,0.06,0.22,1.05e-03
23,76,0.74,0.90,1.37,-0.66,0.95,1.21,0.00,0.00,1.00,1.00,-2.11,-1.495e-03,0.12,0.34,2.95e-03,-0.45,-0.85,1.37e-03,-0.43,15.40,326.57,0.59,0.67,0.10,0.10,0.22,0.18,0.07,0.03
23,85,1.05,0.87,8.20,-0.93,0.94,2.17,0.00,0.00,1.00,1.00,-1.84,-5.79e-04,-0.01,-1.51,1.8e-04,0.05,-1.96,-2.03e-03,-0.14,0.44,509.09,0.66,0.67,0.10,0.07,0.16,0.23,0.07,0.01
23,93,1.51,0.80,22.61,-1.27,0.98,1.99,0.00,0.00,1.00,1.00,-1.90,-6.83e-04,-0.01,-2.55,-1.05e-03,0.29,-1.46,-5.9e-04,-0.30,0.28,496.33,0.70,0.70,0.10,0.06,0.08,0.20,0.09,0.01
23,113,1.15,0.87,3.16,-0.60,0.86,1.58,0.00,0.00,1.00,1.00,-1.13,5.3e-04,-0.19,-2.46,-1.09e-03,0.29,-1.96,-1.9e-04,-0.20,8.80,377.20,0.68,0.66,0.13,0.08,0.12,0.22,0.05,0.02
23,122,1.43,0.80,23.31,-1.42,1.05,2.89,0.00,0.00,1.00,1.00,-2.05,-4.65e-04,0.03,-1.53,-1.33e-03,0.05,-2.20,1.48e-03,-0.20,4.49,136.23,0.69,0.70,0.09,0.10,0.16,0.16,0.04,0.03
23,136,0.80,0.89,8.32,-1.17,1.00,2.21,0.00,0.00,1.00,1.00,-1.22,4.86e-04,-0.13,-1.61,-3.7e-04,0.06,-2.41,-1.07e-03,-0.09,5.91,463.34,0.65,0.69,0.14,0.11,0.15,0.17,0.04,0.02
23,143,0.61,0.96,1.07,-0.58,0.95,1.28,0.00,0.00,1.00,1.00,-1.75,-6.47e-04,-6.81e-03,-2.14,-7.1e-04,0.12,-2.95,-1.46e-03,0.04,2.08,384.37,0.72,0.73,0.12,0.09,0.10,0.13,0.04,0.02
23,153,1.51,0.80,22.61,-1.27,0.98,1.99,0.00,0.00,1.00,1.00,-1.90,-6.83e-04,-0.01,-2.55,-1.05e-03,0.29,-1.46,-5.9e-04,-0.30,0.28,496.33,0.70,0.70,0.10,0.06,0.08,0.20,0.09,0.01
23,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23,173,0.74,0.90,1.37,-0.66,0.95,1.21,0.00,0.00,1.00,1.00,-2.11,-1.495e-03,0.12,0.34,2.95e-03,-0.45,-0.85,1.37e-03,-0.43,15.40,326.57,0.59,0.67,0.10,0.10,0.22,0.18,0.07,0.03
24,2,0.68,0.91,5.62,-1.06,0.99,1.89,0.00,0.00,1.00,1.00,-1.66,-4.3e-05,-0.05,-1.07,-5.3e-04,-0.16,-0.20,3.0e-05,-0.37,0.31,393.99,0.53,0.75,0.09,0.09,0.13,0.07,0.23,0.06
24,6,0.71,0.89,2.28,-1.13,0.99,2.16,0.00,0.00,1.00,1.00,-1.25,-9.8e-05,-0.11,0.12,-1.4e-03,-0.22,1.01,-4.2e-04,-0.48,3.04,583.78,0.34,0.74,0.07,0.09,0.24,0.08,0.34,0.07
24,14,0.42,1.00,4.55,-0.99,0.95,2.03,0.00,0.00,1.00,1.00,-0.56,3.58e-04,-0.31,-0.70,-1.4e-03,-0.22,-0.08,-2.44e-03,-0.39,0.15,331.66,0.46,0.81,0.15,0.08,0.15,0.06,0.22,0.03
24,20,0.48,0.97,4.08,-1.21,0.98,1.60,0.00,0.00,1.00,1.00,-1.29,-1.8e-04,-0.16,0.11,-1.13e-03,-0.30,0.98,-5.9e-04,-0.49,1.03,386.36,0.33,0.75,0.06,0.07,0.22,0.09,0.37,0.08
24,29,0.49,0.95,2.97,-0.95,0.98,1.67,0.00,0.00,1.00,1.00,-1.68,-1.2e-04,-6.0e-03,-0.94,7.7e-04,-0.20,-0.36,-1.0e-03,-0.31,1.51,329.11,0.54,0.71,0.10,0.12,0.14,0.10,0.20,0.05
24,44,0.53,0.92,0.55,-0.27,0.87,1.25,0.00,0.00,1.00,1.00,-1.97,-6.05e-04,-0.02,-1.42,-1.84e-03,-0.01,-1.04,-1.39e-03,-0.20,2.87,450.40,0.62,0.80,0.08,0.07,0.14,0.07,0.14,0.04
24,49,0.67,0.84,1.26,-0.04,0.00,1.17,0.00,0.00,1.00,1.00,-1.91,-3.23e-04,0.01,-0.40,6.5e-04,-0.23,0.36,1.59e-03,-0.46,16.21,499.74,0.54,0.65,0.08,0.08,0.18,0.14,0.19,0.11
24,63,0.52,0.95,18.88,-1.63,1.00,2.29,0.00,0.00,1.00,1.00,-0.75,2.8e-04,-0.13,0.16,-6.2e-04,-0.36,-0.38,-0.01,-0.08,0.24,522.75,0.38,0.75,0.14,0.17,0.24,0.06,0.22,1.05e-03
24,65,0.52,0.95,18.88,-1.63,1.00,2.29,0.00,0.00,1.00,1.00,-0.75,2.8e-04,-0.13,0.16,-6.2e-04,-0.36,-0.38,-0.01,-0.08,0.24,522.75,0.38,0.75,0.14,0.17,0.24,0.06,0.22,1.05e-03
24,67,0.52,0.95,18.88,-1.63,1.00,2.29,0.00,0.00,1.00,1.00,-0.75,2.8e-04,-0.13,0.16,-6.2e-04,-0.36,-0.38,-0.01,-0.08,0.24,522.75,0.38,0.75,0.14,0.17,0.24,0.06,0.22,1.05e-03
24,85,1.05,0.87,8.20,-0.93,0.94,2.17,0.00,0.00,1.00,1.00,-1.84,-5.79e-04,-0.01,-1.51,1.8e-04,0.05,-1.96,-2.03e-03,-0.14,0.44,509.09,0.66,0.67,0.10,0.07,0.16,0.23,0.07,0.01
24,93,1.51,0.80,22.61,-1.27,0.98,1.99,0.00,0.00,1.00,1.00,-1.90,-6.83e-04,-0.01,-2.55,-1.05e-03,0.29,-1.46,-5.9e-04,-0.30,0.28,496.33,0.70,0.70,0.10,0.06,0.08,0.20,0.09,0.01
24,113,1.15,0.87,3.16,-0.60,0.86,1.58,0.00,0.00,1.00,1.00,-1.13,5.3e-04,-0.19,-2.46,-1.09e-03,0.29,-1.96,-1.9e-04,-0.20,8.80,377.20,0.68,0.66,0.13,0.08,0.12,0.22,0.05,0.02
24,122,1.43,0.80,23.31,-1.42,1.05,2.89,0.00,0.00,1.00,1.00,-2.05,-4.65e-04,0.03,-1.53,-1.33e-03,0.05,-2.20,1.48e-03,-0.20,4.49,136.23,0.69,0.70,0.09,0.10,0.16,0.16,0.04,0.03
24,136,0.80,0.89,8.32,-1.17,1.00,2.21,0.00,0.00,1.00,1.00,-1.22,4.86e-04,-0.13,-1.61,-3.7e-04,0.06,-2.41,-1.07e-03,-0.09,5.91,463.34,0.65,0.69,0.14,0.11,0.15,0.17,0.04,0.02
24,143,0.61,0.96,1.07,-0.58,0.95,1.28,0.00,0.00,1.00,1.00,-1.75,-6.47e-04,-6.81e-03,-2.14,-7.1e-04,0.12,-2.95,-1.46e-03,0.04,2.08,384.37,0.72,0.73,0.12,0.09,0.10,0.13,0.04,0.02
24,153,1.51,0.80,22.61,-1.27,0.98,1.99,0.00,0.00,1.00,1.00,-1.90,-6.83e-04,-0.01,-2.55,-1.05e-03,0.29,-1.46,-5.9e-04,-0.30,0.28,496.33,0.70,0.70,0.10,0.06,0.08,0.20,0.09,0.01
24,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,173,0.74,0.90,1.37,-0.66,0.95,1.21,0.00,0.00,1.00,1.00,-2.11,-1.495e-03,0.12,0.34,2.95e-03,-0.45,-0.85,1.37e-03,-0.43,15.40,326.57,0.59,0.67,0.10,0.10,0.22,0.18,0.07,0.03
25,2,0.68,0.91,5.62,-1.06,0.99,1.89,0.00,0.00,1.00,1.00,-1.66,-4.3e-05,-0.05,-1.07,-5.3e-04,-0.16,-0.20,3.0e-05,-0.37,0.31,393.99,0.53,0.75,0.09,0.09,0.13,0.07,0.23,0.06
25,4,0.53,0.94,1.94,-1.00,1.00,1.39,0.00,0.00,1.00,1.00,-1.44,5.73e-04,-0.11,-0.76,4.6e-04,-0.21,0.01,-1.8e-04,-0.40,0.95,529.19,0.49,0.72,0.09,0.10,0.15,0.11,0.24,0.05
25,6,0.53,0.94,1.94,-1.00,1.00,1.39,0.00,0.00,1.00,1.00,-1.44,5.73e-04,-0.11,-0.76,4.6e-04,-0.21,0.01,-1.8e-04,-0.40,0.95,529.19,0.49,0.72,0.09,0.10,0.15,0.11,0.24,0.05
25,14,0.65,0.93,22.90,-1.61,1.00,2.36,0.00,0.00,1.00,1.00,-1.79,2.74e-04,-0.11,-1.34,-1.57e-03,-0.09,-0.79,5.1e-04,-0.36,0.16,382.58,0.62,0.81,0.08,0.07,0.13,0.06,0.15,0.05
25,29,0.49,0.95,2.97,-0.95,0.98,1.67,0.00,0.00,1.00,1.00,-1.68,-1.2e-04,-6.0e-03,-0.94,7.7e-04,-0.20,-0.36,-1.0e-03,-0.31,1.51,329.11,0.54,0.71,0.10,0.12,0.14,0.10,0.20,0.05
25,44,0.53,0.92,0.55,-0.27,0.87,1.25,0.00,0.00,1.00,1.00,-1.97,-6.05e-04,-0.02,-1.42,-1.84e-03,-0.01,-1.04,-1.39e-03,-0.20,2.87,450.40,0.62,0.80,0.08,0.07,0.14,0.07,0.14,0.04
25,63,0.51,0.96,19.79,-1.59,1.00,2.74,0.00,0.00,1.00,1.00,-1.28,2.82e-04,-0.07,-1.15,1.0e-04,-0.13,-0.23,8.2e-04,-0.54,0.58,703.92,0.55,0.71,0.13,0.14,0.13,0.10,0.17,0.02
25,65,0.51,0.96,19.79,-1.59,1.00,2.74,0.00,0.00,1.00,1.00,-1.28,2.82e-04,-0.07,-1.15,1.0e-04,-0.13,-0.23,8.2e-04,-0.54,0.58,703.92,0.55,0.71,0.13,0.14,0.13,0.10,0.17,0.02
25,171,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25,173,0.74,0.90,1.37,-0.66,0.95,1.21,0.00,0.00,1.00,1.00,-2.11,-1.495e-03,0.12,0.34,2.95e-03,-0.45,-0.85,1.37e-03,-0.43,15.40,326.57,0.59,0.67,0.10,0.10,0.22,0.18,0.07,0.03
26,2,1.12,0.83,5.62,-1.06,0.99,1.89,0.00,0.00,1.00,1.00,-1.12,3.61e-04,-0.16,-0.70,-5.9e-04,-0.24,2.78,2.07e-03,-1.03,94.89,405.18,0.67,0.76,0.10,0.10,0.10,0.06,0.11,0.05
26,6,0.40,0.98,1.94,-1.00,1.00,1.39,0.00,0.00,1.00,1.00,-1.65,1.8e-05,-0.03,0.57,5.4e-04,-0.44,0.55,7.4e-04,-0.54,33.96,1725.57,0.56,0.70,0.09,0.10,0.20,0.11,0.13,0.07
